Gene.symbol	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
HSPA5	3770.1	2409.9	2497.2	3130.3	2573.5	2540.7
EIF4B	3166.7	3513	3855.2	3961	3815.2	4456.5
PRRC2C	220.7	211.6	206.3	168.6	345.7	208.4
ITGB1	4809.7	5614	5610.7	5484	4563.1	4324.6
UBR4	764.9	739.9	857.5	829.2	667.3	666.8
IPO5	482.5	352.1	392.8	240.1	358.2	273.9
RAB7A	770.7	899.4	890.2	836.2	737.8	1031.9
ZFP36L1	3216.7	2333.7	2762.8	2415	2518.3	2657.9
ARPC5	3564.2	3754	4110.7	3760.1	4190.4	4833.2
COL4A2	4458.4	3836.4	3598	6340.4	3592.9	2315.9
TMEM123	1382.8	880.6	915.1	1352.2	991.1	1397.7
NUDT3	335.6	508	452	401.4	243.8	476.9
ARFGAP2	973.4	1046.7	1016.2	815.4	1017.1	982.7
GPR107	515.3	511.8	445	534.1	393	459.6
COL4A1	3870.1	4295.1	4011.9	4518.2	3532.8	2699.9
XPO6	1033.4	771.8	807.9	872.3	1035.7	814.9
AHNAK	6168.2	7536.7	7199.2	7266.2	6180.8	4842.5
TOP2B	613.8	643.8	858.3	904	712.5	829.4
SMARCE1	1301.2	1415.9	1420.8	1330.5	1721	1720.8
HLA-DPA1	6427.8	5356	6760.1	6990	5699.2	6190.2
SUGP2	27.9	34.9	54	76.6	57.7	87.1
SZRD1	892	953.2	1078.9	1100.9	695.5	728.5
UBXN4	1070.9	906.2	652.2	949.8	822.5	989.6
STIP1	495.3	384.9	354.8	266	313.9	342.7
CDV3	1358	1291.7	1196.1	1352.2	1343.5	1460.3
PXDN	723.1	1112.5	746	2482.3	1427.1	884.7
FAM168B	861.7	1597.2	1217.5	1316.7	1172.3	1387.2
RSL1D1	681	773.9	753.6	990.5	625.8	1144.8
MKI67	225.2	209.6	178.6	62.8	159.5	185.7
FLII	1390.4	721.6	653.7	692.1	682.4	627
EXOC7	259.1	228.7	241.4	234.7	288.1	133
RBM25	126.4	131.6	118.5	198.8	160.6	169.1
PTOV1-AS2	15.7	16.2	17.9	20.5	16.8	13.9
PTOV1	830.7	743	921.5	994.7	376.3	389.9
VDAC1	1537.4	1402.7	1455.4	1786.6	1251	1620.9
ATP6V0D1	2490.5	2696.6	2800.2	2378.7	3053.5	3869.1
RPL27A	137.3	251.1	164.4	170.7	232.1	171.9
MAPK3	1097.9	1461.8	1440.1	1110	1013.8	663.2
RNF167	999.3	680.1	634.8	742.3	578.9	451.4
YARS	766	622.8	629.8	1211.6	638.1	872.3
WIPF2	767.9	559.6	592.9	739.2	396.1	620.2
TPGS2	636.6	624.3	849.2	834.6	716.9	576.5
GSE1	485.8	863.2	737.7	561.8	669.6	557.3
U2SURP	842.7	774.9	805.3	913.8	828.1	1047.9
TRPC4AP	415.9	323.8	303.6	329.6	309.3	259
ATP9A	458.7	474	778.1	830.4	694.6	670.9
C1R	6427.4	6016.6	5830	5004.8	7270.7	4580.3
PRRC2B	1005.4	1292	1144	1005.4	1110.1	971.8
KMT2A	231.7	329.2	371	393.1	386.7	293.6
MYL6	5519.4	5715.4	6245.7	5910.4	5689	6195.1
TEX261	1732	1670.8	1550.7	1507	1961	1525
SLC25A6	4545.4	4071.3	3952.1	4934.7	4368.9	4435.8
ERAL1	335.1	475	412.8	458.1	391.9	378.2
PMPCA	393.2	550.3	450	424	506.4	456.3
GRINA	1169.9	1201.8	1438.8	1067	1163.6	955.2
COL6A1	4800.8	4410.4	4063	7228.8	3511.4	1309.6
PEG10	73.1	74.3	44.3	138.6	142.9	64.4
MTUS1	1037.6	1595.1	1090	1138	1529.5	898.1
RHOB	4971.2	4810.7	2856	3796.6	4914.1	3382.6
KPNA6	1269.2	1900.7	1518.8	1447	1293.6	1553.1
RBFOX2	449.7	817.7	529.4	753.4	1162	610.8
FAF2	168.7	192.1	185.9	177.4	221.1	191.3
HN1L	47.6	186.2	167.9	145.7	174.8	151.4
SLC39A14	1697.6	2129.7	3026.3	1680.2	3344.5	3315.1
STX12	677.8	754.2	779.7	636.4	637.7	599.5
ATXN7L3B	235.6	282.2	278	186.9	224.1	208.7
RHOQ	1056.1	1339.2	1242	1491.7	1277.4	1829.4
TCTN3	1179.5	1003.3	1116.9	1127.8	1245.2	1079.2
ZMIZ1	2397.8	2999.3	2708.5	2720.3	2513.2	2371.7
RANGAP1	469.3	370.9	475.6	384.9	271.5	318.7
NIPA2	1889.4	1315.4	1356.1	831.4	886.3	1127.2
LSM14A	737.4	869.5	1005	1176.4	1008.6	977.5
PDS5A	698.7	834.8	923.8	1019.2	995.1	983.4
GCN1	391.7	437.3	414.2	475.3	398.5	330.5
MCM4	27.4	27.6	23.3	36.2	25.1	16.1
SUN2	893.3	996.7	1030.8	1227.8	888.6	865.8
MRPS27	982.7	978.6	914.6	931.1	1032	1021.1
PLEKHM2	307.8	384.6	575.6	647.5	428.6	439.6
SMG5	80	28.7	111.3	148.8	41.1	51.7
EFR3A	1644.4	1779.9	1810.5	2017.4	1645.3	1896.5
POGZ	557.9	704.7	131.9	587.6	676.6	686.5
SDC2	2730.2	2989.9	3392.9	3584.5	3071	2962.8
RNF187	1734.8	1552.7	1835.4	1715.6	1659.8	1544.5
VPS39	493.5	349.4	362	395.3	247.7	224.2
XPOT	424.7	436.2	433.6	809.7	495.9	752.1
KIDINS220	701.1	822.4	884.1	886.3	886.4	629
RBM12	546.8	416.1	427	498.8	398.2	584.8
FKBP9	2366.4	3262.9	3250.5	3535.2	3144.6	1999.3
PNISR	249.9	362.5	351.3	497.3	275.2	387.6
POM121C	1203	1005.6	1187.1	1104	545.6	540.5
NUDT4	34.5	50.9	20.5	19.5	35.9	35.6
MT2A	10470.7	11614.3	14017.8	8061.7	11580.3	11728.3
ACACA	126.9	411.5	256.1	332.6	203.8	250.7
KCTD12	3503.4	3012.2	2826.3	1914.1	2320.8	2987.5
COG4	144.3	360.5	246	216.4	335.2	272.9
SERPINE2	1179.3	1020.6	932.7	1967.9	1608.3	997
TM9SF4	1141.2	759.1	964.9	825.9	669.8	516
MPRIP	1415.7	2108.8	2009.5	2338	2133.8	1514.2
MRFAP1L1	1432.9	1246.2	1310.5	1728.2	1242.3	1506.6
ANKLE2	146.4	185.3	182.8	248	140.6	165.3
TMEM87A	932.4	887	935	1316.6	895.2	931.8
IFITM3	9238.8	8616.5	9113.5	8461	8225.1	7852.2
MED13L	240.7	137.4	156.4	228.8	223	208.7
INTS1	58	48.3	80.7	87.5	14.1	11
ANKRD17	703.3	670.7	743.3	613.2	683.7	671.5
OPA1	679.8	757.8	761.6	695	767.6	664.7
PREPL	868.8	741.3	939	883.7	786	787.2
FASN	272.8	546.4	463.6	381.8	311.4	235
PSME4	335.8	353.5	411.2	414.1	487.3	517.6
ALDH1A1	1433.1	819	1468	532.7	1126	2414
COQ9	783.4	734.2	865.4	712.6	766.4	650.5
FBXO21	863	907	957.6	943.2	876.5	818.3
FNBP4	509.5	341.3	595.6	631.2	495.7	881.6
MAP1B	827.8	1089.4	874.1	1487.7	1491	802.5
ASXL1	431.2	370.7	406.8	322.2	405.5	340.9
PLXND1	757.6	637.7	205.6	882.5	625.1	385.3
PIK3R1	680.6	1526.9	1064.3	1777.7	1224.1	1171.1
TUBA4A	392.6	255.7	274.8	254.5	212.3	290.6
MCFD2	795.2	630	612.6	829	748	652.5
NUP205	366.9	340	344	333.4	338.5	332.6
MTDH	1041.2	1056.4	910.9	942.2	1103.5	1023.8
GIGYF2	621.2	578	695.5	600.9	610.8	543.8
QKI	1247	1362.5	1349.6	1237.1	946.9	1192.4
WAPL	547.9	454.1	621	591	574.5	505.9
SERPINB1	720.9	508.8	643.7	445	541.5	727.8
MCM3AP	670.7	433.4	419.9	561.2	510.4	501.1
LPIN1	323.4	306.5	298.1	340.8	199.9	187.3
SRCAP	296.9	203.4	318.7	244.9	196	171.3
MTMR4	650.1	457.4	852.2	627.1	828.1	496.5
TMEM97	310.3	306.5	263.9	280.3	206.1	293.9
AGRN	174.1	195.4	269.7	163.3	179.5	124.8
ANKRD12	516	512.9	511.5	656.2	528.3	466.9
SUZ12	675.4	658.7	574.7	720.4	693	756.5
FNBP1	649.2	685.3	675.7	588.5	643.2	483.4
HIPK1	102.5	99.1	115.3	153.7	135.2	124.8
GNG12	2592.8	3171	2929	2348.4	3267.7	2739.6
PSMD14	1557.9	1448.6	1463	1509.2	1442.9	1899.3
ATP13A3	351.5	388.7	341	323.5	333.2	380.1
NEK9	945.3	1376.3	1269.3	1604.5	1436.2	1265.1
TXLNA	490.7	680.3	438.8	451.5	467.9	378.4
RTF1	680.1	742.2	1081.5	779.9	1025.4	690.4
MIA3	824.4	815.6	861.4	668.2	852.9	671.2
CLASP2	750.2	749.4	780.7	715.2	745.5	655
SEL1L3	2586.1	374.9	492	333.4	296.9	370.9
CHMP7	462.5	411.3	427.4	443	472.2	433.3
NUP210	135.7	20.9	26.9	24.9	15.8	34.5
TNPO3	402.5	501.8	502.6	419.5	503.3	552.1
SGSM2	770.6	564.7	717.9	783.8	571.9	382.9
VPS13D	461.1	680.7	597.4	431.7	673.9	375.6
LIMCH1	368.8	409.1	390.4	526	285.2	442.8
SCAP	680.4	552.6	689.8	559.7	673.4	578.9
RBL2	574.4	682.5	887.9	606.4	578.9	877.4
FAM98A	1104.8	731.7	756.6	1077.6	941.2	1009.1
EPB41L1	594	674.2	956.6	512.8	399	271.7
TUG1	1263.7	1282.6	1523.9	1353.5	1371	1030.1
MYO1D	408.7	485	304.8	1356.1	381.5	246.7
YIPF6	354.2	385.5	386.4	276.9	344.3	352
SULF1	1656.3	1584.2	1828.6	1930.3	2051.4	1491.9
CREB3L2	2040	1919.3	1940.2	1798.4	1973.8	1724.5
KDM1A	370.8	540.4	536.1	771.3	393.3	500.8
TBC1D1	667.2	707.1	741.6	731.7	723.6	546.1
EIF2B5	294.9	430.3	445.7	372.1	364.5	316.6
KHNYN	744.1	710.9	749.2	732.8	679.4	696.5
FAM168A	771	760.1	861.7	846.8	882.2	578
CLIP3	148.7	315.4	353.4	457	418.7	409.6
ZSWIM8	619.3	480.8	483.7	508.4	727.9	493.4
AMPD2	642.1	505.2	660.1	450	645.5	380.2
MYO1B	651.6	705.8	840.6	1017.3	725.8	651
ZNF292	142.6	176.7	182.2	248	196.1	172.6
FEM1B	384.6	515.4	503.3	435	498.9	543.3
ZNF384	821.5	756.9	806.6	920.1	643.3	667.7
DESI2	1224.4	1361.8	1249	2079.4	1425.2	1512
MYH10	1242.3	1782	1561.1	2504.2	1844.7	1513.4
EP400	219.9	299.4	309.2	350.9	320.3	331.4
CMTR1	468.2	498.3	422.8	461.7	429.1	332.8
USP24	475.7	364.6	483	473.6	212.9	387.1
SBF1	15.4	16.1	14	30.3	10.5	11.6
EMC1	141.5	169.9	194.8	123.2	160.9	132.2
VGLL4	618.7	652.3	1040.3	1693	1135	695.7
FAM102A	555.9	799.4	854.8	647.7	827.9	406.6
UBE3B	661.8	648.1	666.8	591.3	593.2	451.7
PCMTD2	886.8	723	1059.5	866.9	928.6	1018.5
TOR1AIP1	2147.7	3679.1	3358.7	2844.7	3013.3	2974.6
MICU2	890	1056.2	876.3	860.2	870	1177.9
IMP4	519.7	712.9	738.4	391.9	631.8	673.7
SEPT6	403.1	299.2	205.7	405.4	334	324.9
ELF1	832.1	919.3	1036.5	1129.4	1225.1	1153.3
ZCCHC24	2366.7	3059.3	2068.2	2124.1	2183.7	2591.2
KIAA0930	398	423	372.5	368.3	388.1	389.3
PDCD11	438.1	415.3	461.3	419.6	328.7	323
KIAA0368	130.5	244	205.8	228.8	204.2	300.7
RBM38	224.9	183.3	229.9	190.1	185.8	126.3
HMGXB3	264	185.4	262.4	421.7	187.2	197.6
GRPEL1	371.3	551	588.7	336.6	562.3	585.7
CENPB	426.2	461	540.9	461.3	340.1	460.1
SNRNP27	582	626.8	693.6	490.5	493.7	569.2
IP6K1	178.5	529.3	593.1	346.2	409.6	454
KIAA0232	710.5	899.3	789.9	777.8	761.7	944.3
CERS6	651.5	589.9	695.1	909.7	679.5	610.2
NBEAL2	45.5	96.1	26.7	26.6	38	15.6
NEDD4L	154.7	190.9	210.6	205.6	173.7	211.8
KBTBD2	704.2	674	832.3	673.8	743.7	689.6
SECISBP2L	486.9	595.1	546.9	602	520.6	654.3
KIF1BP	678.1	809.5	770.3	835.3	912.5	747.3
YTHDC1	2172.9	2207.2	2232.7	2228.4	1784.7	2380.5
CLUH	204.9	268.4	321.9	206.7	112	245.4
SPRED2	608.2	744.7	716.3	847.2	618.2	639.2
SUCLG2	1326	1389	1431.6	1274.5	1345.1	1567.7
SPTSSA	723.9	877.7	710.7	787.4	1248.3	1495.6
SETD3	828.4	820.3	988.5	822.5	1166.8	1182.8
DNAJC13	549.5	633	631.5	454.4	622.1	694.6
AVL9	66.7	104.1	73.1	65.8	100.5	94.5
ACAP2	548.7	600.4	623.5	590.6	576.8	688.9
RMND5A	160.8	170.1	152.1	206.2	53.1	97.3
SPECC1L	358.4	497.1	350.2	381	449.9	265.6
FAM89B	707.3	571.8	758.1	782.8	684.7	576.8
GPATCH8	416.6	600.1	533.9	561.3	528.6	679.5
KDM4B	353.2	311.5	309.2	455.2	233	209.1
SETD2	578.6	610.6	622	1174.5	513.7	859.4
TNS2	1049.3	1509.5	1473	1694.1	1231.6	997
MAPK1IP1L	147.1	41.6	146.5	165	56.5	21.4
ADO	311.2	462.9	337.5	296.6	466.9	449.2
CEBPB	3905.3	4218.8	3993.9	2995.6	4804.2	4954
DIP2C	635.3	1047.8	1097.4	1201	1066.4	819.6
MAU2	540.8	602.4	658.5	450.3	540.3	408.8
TMEM131	660.2	605.7	548.1	701.6	625.4	505.8
MOAP1	648.1	820	677.9	659.3	782	971.3
MXRA7	5588.4	6249.9	5451.3	5932.2	6532.6	5644.8
GPD1L	532	607.2	687	706	816.3	697.8
CARM1	495.2	392.1	525.6	570.4	365.9	349.1
USP33	817.1	915.1	819	859.3	913.9	1034.8
ARAP1	435	383.9	354.8	304.8	351.1	278.7
PIP5K1C	773	1087.3	811.1	956.5	911.7	687.2
UBE2E1	2383.8	2259.7	2512.9	2786	2383.5	2605.9
PDE8A	382.2	474.4	508.2	603.4	685.9	535.1
SPIDR	89.8	43.9	76.8	83.1	89	92.4
SPG20	443.5	557.7	494.1	519.5	569.6	768
DESI1	214	324	271.7	213.7	296.4	315.5
LSM12	121.1	87.1	24.8	154.8	115.7	154.4
NEK7	1447.8	1735.5	1540.8	2155	1677.7	2468.8
LCN2	84.4	63.4	78.2	36.3	37	60
WEE1	97.4	239.3	193.8	171.8	308.7	167.4
ATP11B	341	448.9	308	356.3	459.4	492.6
DOCK9	374.6	642.6	570	762	582.5	361.3
CDC34	669.3	501.1	597.8	684.6	562.5	449
PHIP	478.3	307.6	431.8	350.6	249.2	255.6
AIM1	740	982.9	908.3	1048.2	1003.3	919
ZNHIT3	627.8	803.9	793	768.9	824	853.5
ZHX3	62.1	21.4	96.1	90.4	22.6	51.3
FRYL	494.5	554.1	497.2	629.5	690.1	737.8
CAP2	187.3	404.5	340.8	389.6	364	317.2
RPRD2	933.3	890.2	793.3	861.8	583.7	501.3
PRKAR1B	65.6	80.2	52.7	86.7	34.4	48.4
SCRIB	240.7	349	237.2	239.7	226.5	214.3
ZNF451	410.7	303.8	338.3	446.9	382.8	370
SPRY1	957.3	709.8	444.3	637.7	1116.5	510.7
DENND5A	1079.2	1671.8	1622.1	1565.1	1583.9	1783.5
KCTD2	118.3	237.4	274.1	326.4	346.2	218.9
STK38L	262.9	391.6	262.6	314.5	282.8	354
SMCHD1	245.4	201.4	169.7	261.5	163.4	261.2
ENDOD1	339.4	394.7	448.5	389.8	393.9	279.4
CHD8	474.1	649.7	273.6	586.9	507.2	410.7
TMEM259	866.9	866.2	1062.1	947.9	414.4	343.7
MGRN1	659.1	670.7	527	584	501.8	513.6
GAPDH	9737.5	8892.5	9562.8	11327.8	8653	9071.5
OSBPL8	1095.2	1923	1673.7	2141.7	1481.4	1892.3
AQR	127.3	102.5	147.2	117.7	69.3	180
JCHAIN	3921.7	466.9	85.1	1340.3	143.8	108.7
HMGXB4	305.6	455.9	320.8	369.4	353.2	279.7
WDFY3	280.3	182.6	229.1	204	233.3	179.2
AUTS2	1698.2	1847	2250.6	2564.2	1140.7	1541.3
MRPS31	299.7	281.7	267.4	254.3	281.6	305.5
AKT3	1293.9	1596.2	1609.9	2146.2	1828.8	1590.5
DTX4	421.3	678.6	560	602.1	398.3	490.4
RCOR1	351.8	333.1	287.6	369.2	432.3	375.4
ARID5B	2328.7	2746.2	2214.9	2523.1	2718.1	1771.7
CHD9	457.3	728.9	542.2	556.9	394.9	540.7
ZNF609	134.2	239.6	177.1	211.2	213.1	188.2
NEMP1	136.7	74.9	150.4	116.2	123.2	105.6
TMEM41B	582.1	593.1	619.8	491.4	594.8	486.3
CHN1	539	504	356.6	503.8	697.6	357.1
STX10	809.2	454.6	490.7	624.9	428.7	361.8
EXOSC7	598.6	545.4	440	481.9	552.7	615.9
EXOC3	332	223.7	264.3	388.7	362.9	378.7
UFL1	492.3	589.5	545.3	440.4	340.6	578.5
WWP1	116.5	152.7	138.6	143.5	228.9	218.1
HACD2	599.1	1239.2	1104.9	1040.8	723.9	1164.1
HIVEP2	343.9	589	512	668.2	581.7	406.7
RFTN1	1421.8	1900	1431.8	1947.6	1764.7	1313.2
RRAS	773.7	1079.3	735.8	786.5	804	971
DHX29	470.2	393.5	435.5	498.4	435.1	511.1
EHBP1	62.2	141.4	108.5	137.7	130.3	132.2
RHOBTB1	239.4	293.1	296.3	432.4	231.9	367.5
ZCCHC14	913.7	787.3	804.2	1045	975.7	546.5
TSFM	181	255.1	27	126.1	292	399
IL1RN	181.9	138.6	200.7	237.2	219.4	176.2
LHFPL2	2549.8	1869.5	2573.7	1736.7	2545.6	3370.4
PVR	61.1	47.8	77	61	23.9	94.9
FKBP15	1675.4	1501.3	1601.2	1144.2	1542.5	2005.6
TUBB4A	70.6	81.5	129.6	41.4	74.9	75.6
TIPARP	598.9	488	679.3	587.9	554.9	720.6
SMURF1	234.8	374	234.1	282.4	246.5	263.1
CAMK2G	317.2	344.2	304.6	304.4	376.1	283.7
ELN	2718.7	2919.2	2905.6	3460.8	1215.2	511.5
METAP1	537.9	525.1	582.7	548.7	611.7	719.6
TBL2	115.3	112.5	109.4	95.5	111.2	134.8
PPP1R14B	559.2	429.9	526.9	630.8	561.6	503.9
LMF2	302.7	598.4	551.8	557	481.5	369.5
SLC25A44	643.3	490.8	601.7	448.9	431.9	390.8
ZNF3	152.9	179.8	224.2	242.5	216.3	261.7
PPM1H	83.5	109.2	102.5	66	71.9	52.6
PIK3CB	427.2	429.6	472.5	419.3	361.1	523.3
KDM3A	519.6	527.2	507.1	727	574.2	560
DDHD2	687	806.2	870.8	986	835.8	1083.9
NUP188	147	189.3	75.8	197.8	140.4	143.2
LRBA	607.2	934.8	702.3	646.7	558.3	718.3
MDN1	301.5	350.6	319.8	456.3	383.1	487.4
PCCB	705.8	522.8	521.7	497.5	525.9	453.3
CRY2	25.3	236.1	61.5	15.6	21	29.3
RNF4	870.3	776.5	779.6	965.4	1019.9	843.5
FAM134C	1488.4	1726.1	1664.1	1687.6	1742.1	1578.7
SEPT10	1193.5	2191	2055.8	1719.2	2328.1	2123.7
SCAMP5	600.2	322.2	283.5	294.3	331.4	322.3
TLN2	118	417.1	324.3	413.2	198.3	307.2
ZCCHC11	519.8	442.6	449.8	478.6	420.7	598.6
PNPLA2	245.9	538.5	444.5	549.8	125.8	286.8
MSL1	1679.2	1616.2	1795.4	1651.3	1846.8	1402.9
NUP160	146.1	152.2	187	132.4	142	145.3
CAMSAP1	278.1	427.3	334.6	365.7	389.6	370.5
MFAP4	1627.1	3547.8	2508	3476.5	1974.1	1062.4
LARP4	881.4	809.1	695.8	815	904.6	974.9
MICAL3	86.7	53.7	54.5	103.7	9.9	81.4
PLEKHM1	452	546	564	676	621.3	392.2
SREK1	842.5	841.9	1029.1	942.9	852.1	1016.5
JMJD6	181.4	136.6	143.5	158.8	117.6	139.1
RND3	1431.1	1919.8	1788.9	1796.4	2775.6	2452
SYNM	700.9	1098.6	671.1	1187.1	1364.6	1507
ANKRD46	478.7	445.6	534.4	580.2	548.9	707.7
RUBCN	375.7	408.6	335.3	374.4	428.7	427.7
C16orf45	686.6	935.8	1250.8	712.5	731.2	912.5
ARHGAP19	170.1	32	90.5	224.8	179.4	69.2
NME4	1743.9	1342.2	1366.3	1526	859.4	884.9
PIK3R4	542.1	446.3	646.1	513.8	582.8	473.4
RNF115	188.4	279.2	226	327	382.5	424.3
RCHY1	82.1	118.9	119.8	180.7	105.7	60.9
BBS4	210.1	157.1	258.6	222.2	164.1	269.1
ANKS1A	287.8	520.4	429.2	391.3	648.5	451.2
MKL1	212.4	282	263.3	290.9	227.6	281.1
PPP1R16B	329.9	265.6	130.2	306	218	112.5
CLASP1	442.7	500.7	339.7	425.1	526.2	538.3
MON2	604.4	601.6	614	475.1	671.5	564.6
UBR2	509	434.5	466.8	421.3	489.5	390.3
TCF7L2	335.1	462.9	448.2	459	300.2	364.6
CAMSAP2	212.3	164.3	221.1	204.4	229.5	239.3
MTG1	264.9	403.6	413.4	233.3	224.9	248.5
OLFM4	65.7	63.1	3.6	42.8	64.5	1.8
FAM171A1	845.6	1199.2	965.2	1035.8	1119.7	982.6
OBSL1	483.5	436.5	310.5	381.1	415.1	190.2
SOS1	219.5	314.9	284.8	290.1	293.6	287.7
PACS2	504.2	641.5	583.2	615.7	645.7	596.9
KIAA1109	339.6	502.2	454	533.9	551.6	338.7
POLR2J	2857.9	2510	2950.4	2614.3	1870.1	2335.1
CIC	666.4	397.2	311.3	562	261.9	328
LARP7	393.7	572.7	604.2	564.9	601.4	799.5
CLEC16A	265.2	210	227.3	241.3	219.6	244.7
YLPM1	829.7	878.7	832.1	821	847.7	884.7
FTL	13473.1	13395.5	15199.3	12871.5	13641.4	12716
NCAPD3	124.5	239.1	188.6	181.3	155.3	210.7
C1orf216	644.5	758.6	612.3	732.1	685.7	657.3
DPY19L1	563.7	539.1	552.7	480.4	597.5	607
DAAM2	933.9	1203	853.5	1181.3	1168.4	697.9
KIAA1033	726.9	611.1	641.6	738.2	776	813.8
TBC1D2B	1325.5	1839.7	1400.2	1884.7	1406.4	1421.4
SORT1	176.5	265	275.5	209.1	23.6	129
ANKMY2	1019.3	975.4	1031.1	1239.6	777.3	1292.3
STX6	728.6	694.7	658.9	618.6	640.3	842.5
GAPVD1	684.9	862.6	804.1	773.5	910.7	787.4
NAB2	294.4	283.6	402.6	227.9	375.6	274.5
PRUNE2	1911.3	1892.4	1762	1961.5	1972.9	1413.8
NFATC2IP	158.2	168.1	155.1	147.6	161.2	169.6
SERINC5	454.9	461.4	480.1	1229.7	1006.6	514.7
JAM3	1425.2	1387.6	1441.2	1454.4	1511.4	999.7
AHCYL2	285	483.7	477.4	349.4	356.1	396.8
ASCC3	761.7	505.5	377.8	776	479.1	506.6
CBS	205	295	322.2	362	220.7	203.7
ASB1	479.9	479	504	362.1	442.7	454.9
DMXL2	616.7	556.9	660.4	388.7	530.7	764.5
PLEKHG3	41.4	53.4	101.2	69.5	111.1	65.9
HEG1	585.7	891.8	1283.1	1263.6	731.2	681.4
FUBP3	297.3	353.3	264.8	328.7	300.7	459.1
PAXIP1	269.3	290.1	326.6	291.5	303.3	323.1
MEGF9	532.4	1135.8	1110.1	989.6	885.8	688.7
CKAP5	725.3	770	909.4	818.1	804.9	594.1
SLC25A46	920.3	766.8	741.1	1028.3	875.9	1015.9
FAM175B	228.3	230.1	231.6	309.5	285.4	345.3
POLD3	313.5	382.2	386.4	293	404.3	387.2
DNMBP	530.2	581.6	889.2	429.3	827.2	733.2
UBXN7	432.9	441.1	331.9	434.1	367	391.5
PPFIBP2	275.4	177.9	201.3	206.7	272.6	215.4
RRP1B	151.5	131.9	227.3	219.3	92.3	152.3
SAMD4A	590.5	1067.6	579.8	1157.3	1148.1	1500.2
C9orf3	409.6	441.4	646.5	586.5	520.2	671.4
AXIN1	629.7	238.8	535.9	333.4	349.4	309.2
LRP4	123.6	120.5	113.9	162.8	143.1	98.7
DCUN1D4	493.5	424.9	494	620.2	664.9	548.7
NBPF1	3302	3394.7	3383.1	3662.8	3093.1	3201.6
GRAMD4	479.1	470.1	423.8	465.6	432.2	487.8
SUB1	3176.1	2887.2	2914	2632.6	2544.2	2793.9
PAQR4	145.8	177.3	222.5	184.3	164.3	166.7
MT1E	6774.5	6505.7	7182.9	6064.1	5972.1	6629.7
ZDHHC18	154.9	175.7	214.7	185.8	198.1	195.7
MFSD5	580.7	640.6	654	817.6	678.2	598
CDS2	710.6	517.7	647	550.2	677.8	562.1
COL14A1	2904.5	2474	2876.8	2753	2784	1318.5
R3HCC1	375.7	354.5	432.2	377.2	337.2	350.7
MAPKAPK5-AS1	180.5	244.1	69.1	151.6	43.9	41.7
MAPKAPK5	335.3	297	336.4	197	295.3	414.9
ARHGAP45	465.4	226.4	321.3	161.2	306.7	294.7
C2CD2	590.2	1120.8	587.4	1475.8	851.6	904
KLC1	315	234.5	223.3	200.4	268	282.6
PIAS4	14	16.1	7.9	15.6	11.7	16.3
WDR7	654.6	612.1	684.6	553.8	590.4	596.1
MPHOSPH10	389.5	411.2	441	458.1	398.9	470.4
CCDC69	228.7	496.2	314.9	287.5	305.5	386.5
GADD45GIP1	61.5	69.7	52.5	89.8	34.3	46
SLC38A10	1952.9	1423	1193.8	1159.6	1276.9	1044.4
ZNF282	298.3	338.1	417	401.2	408.7	253.8
ZZZ3	402.9	623.5	591.3	773	614.9	876
SUPV3L1	223.3	259.7	268.8	290.9	285	287.9
ABR	908.9	1361.2	1367	1252.1	1343.3	1028.5
SKIV2L2	973	851	918.9	874.6	876.9	1008
TTI1	354.1	177.6	299.1	218.2	287.2	327.4
SEC24A	998.1	955.1	943.6	476.9	642.5	627.3
CSTF2T	442.8	338.8	256.5	374.2	266.2	242.7
LRRC47	1072.7	1200.7	1151.6	1382.1	1196.3	1336.1
GRAMD1B	262.6	312.5	606.3	217.1	340.7	291.2
SLC30A1	1262.4	1314.1	1224	972.7	1433.5	1149.2
DNAJC16	428.4	422.4	444.9	465.3	551.2	532.8
LYPD1	23.4	27	22.9	24.9	34.4	19.7
THAP11	391.1	405.5	465.5	475.3	420	425.3
CBX7	1018.4	1212.4	1549.2	1162.9	1191.8	1241.3
PDZRN3	137.9	264.1	189.9	278.5	290.2	119.8
PHF8	183.7	213.1	184.2	224.1	192.5	237.1
DCP2	517.9	651.8	822.3	801.6	895.8	917.1
SMYD2	51.2	116.1	104.1	80.1	21.5	109.5
PXDC1	592.9	1238.1	1013.8	985.7	1371.1	831.6
MISP	226.1	104.7	77.6	65.6	35.4	48.3
SMC5	247.4	219.5	162.6	199.2	260.2	277.6
TSPYL4	605.9	991.9	873.9	766.1	732.8	793.9
TCF20	317.6	506.1	401.1	442.5	409.1	244.1
RAB3GAP1	414.8	320.6	380	600.3	295.6	244.1
UBXN2B	414.7	467.6	452.2	296.8	337.2	579.9
MCF2L	60.2	92.1	79.4	440.2	92.7	56.9
FAM172A	487.1	735.8	615.6	606	752.2	672.7
CEMIP	1417.3	345.7	627.9	3269.9	175.4	636.1
C2CD5	417.5	473.2	459.3	605	685.3	494.9
SLC5A3	2329.1	2253	1523.7	875.2	1242.1	1419.5
MGA	300.5	292.1	335.5	400.7	307.1	276.3
VWA8	514.1	770.2	755.2	635.6	664.9	694
SLC9A8	101.3	133.1	214.7	134	216.6	109.9
CAMTA2	717.1	769.2	837.7	740.2	722.4	626.1
NCAPH	20.3	19.8	23.3	12.6	23.6	12.6
